Date,Cases,Deaths,Recovered,Travel_history,Province,City
04/06/2020,20,3,0,Local - Social Contact,Punjab,Lahore
04/06/2020,77,0,0,Jail,Punjab,Lahore
04/06/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
04/06/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,Shigar
04/06/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04/06/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04/06/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
04/06/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04/06/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
04/06/2020,3,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan
04/06/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
04/06/2020,6,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
04/06/2020,14,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04/06/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
04/06/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
04/06/2020,15,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04/06/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
04/06/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
04/06/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand
04/06/2020,24,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/06/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
04/06/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04/06/2020,3,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
04/07/2020,1,1,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
04/07/2020,0,0,0,Tableeghi Jamaat,Punjab,Raiwind
04/07/2020,54,1,16,Local - Social Contact,Sindh,Karachi
04/07/2020,11,0,27,Local - Social Contact,Sindh,Karachi
04/07/2020,12,0,3,Local - Social Contact,Baluchistan,Quetta
04/07/2020,0,0,28,Local - Social Contact,Gilgit-Baltistan,Skardu
04/07/2020,1,0,2,Local - Social Contact,Gilgit-Baltistan,Kharmang
04/07/2020,0,0,1,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar
04/07/2020,7,1,4,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/07/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04/07/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Bajaur
04/07/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
04/07/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
04/07/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04/07/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
04/07/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
04/07/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Kurrum
04/07/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
04/07/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
04/07/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04/07/2020,3,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04/08/2020,49,2,0,Local - Social Contact,Punjab,Lahore
04/08/2020,2,0,0,Local - Social Contact,Punjab,Multan
04/08/2020,3,0,0,Local - Social Contact,Punjab,Gujrat
04/08/2020,1,0,0,Local - Social Contact,Punjab,Jehlum
04/08/2020,15,0,0,Local - Social Contact,Punjab,Gujranwala
04/08/2020,8,0,0,Local - Social Contact,Punjab,Rawalpindi
04/08/2020,12,0,0,Local - Social Contact,Punjab,Faisalabad
04/08/2020,7,0,0,Local - Social Contact,Punjab,Chiniot
04/08/2020,1,0,0,Local - Social Contact,Punjab,Mandi Bahauddin
04/08/2020,7,0,0,Local - Social Contact,Punjab,Mianwali
04/08/2020,4,0,0,Local - Social Contact,Punjab,rowal
04/08/2020,0,0,2,Local - Social Contact,Punjab,Rahim Yar Khan
04/08/2020,0,0,4,Local - Social Contact,Punjab,Sargodha
04/08/2020,17,0,0,Local - Social Contact,Punjab,Sialkot
04/08/2020,6,0,0,Local - Social Contact,Punjab,Bahawal gar
04/08/2020,13,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
04/08/2020,1,0,0,Local - Social Contact,Punjab,Hafizabad
04/08/2020,0,0,6,Local - Social Contact,Punjab,Vehari
04/08/2020,1,0,0,Local - Social Contact,Punjab,Okara
04/08/2020,1,0,0,Local - Social Contact,Punjab,Bahawalpur
04/08/2020,8,0,0,Local - Social Contact,Punjab,Kasur
04/08/2020,1,0,0,Local - Social Contact,Punjab,Lodhran
04/08/2020,2,0,0,Local - Social Contact,Punjab,Toba Tek Singh
04/08/2020,50,1,1,Local - Social Contact,Sindh,Karachi
04/08/2020,6,0,0,Local - Social Contact,Sindh,Larka
04/08/2020,2,0,0,Local - Social Contact,Sindh,Jamshoro
04/08/2020,1,0,0,Local - Social Contact,Sindh,Badin
04/08/2020,7,0,0,Local - Social Contact,Sindh,Shaheed Bezirabad
04/08/2020,4,0,0,Local - Social Contact,Sindh,ushero Feroz
04/08/2020,1,0,0,Local - Social Contact,Sindh,Shujawal
04/08/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
04/08/2020,12,0,0,Local - Social Contact,Sindh,Tando M. Khan
04/08/2020,2,0,0,Local - Social Contact,Sindh,Ghotki
04/08/2020,42,1,0,Tableeghi Jamaat,Sindh,Hyderabad
04/08/2020,0,0,18,Iran/Taftan,Sindh,Sukkur
04/08/2020,8,1,10,Local - Social Contact,Baluchistan,Quetta
04/08/2020,1,0,20,Local - Social Contact,Gilgit-Baltistan,gar
04/08/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/08/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
04/08/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04/08/2020,12,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04/08/2020,3,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
04/08/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04/08/2020,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
04/08/2020,4,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
04/08/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04/08/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Torghar
04/08/2020,0,0,48,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan
04/08/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
04/08/2020,10,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04/09/2020,35,0,7,Local - Social Contact,Islamabad Capital Territory,Islamabad
04/09/2020,0,0,5,Iran/Taftan,Punjab,Dera Ghazi Khan
04/09/2020,213,1,0,Tableeghi Jamaat,Punjab,Raiwind
04/09/2020,18,0,0,Tableeghi Jamaat,Punjab,Faisalabad
04/09/2020,366,0,0,Tableeghi Jamaat,Punjab,Multan
04/10/2020,12,0,0,Jail,Punjab,Lahore
04/09/2020,0,0,18,Local - Social Contact,Sindh,Sukkur
04/09/2020,92,1,0,,Sindh,Karachi
04/09/2020,0,0,69,Iran/Taftan,Sindh,Sukkur
04/09/2020,7,0,0,Local - Social Contact,Baluchistan,Quetta
04/09/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,Kharmang
04/09/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04/09/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04/09/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
04/09/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04/09/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
04/09/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
04/09/2020,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
04/09/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04/09/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
04/09/2020,15,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/09/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
04/09/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
04/09/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04/09/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
04/09/2020,5,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04/09/2020,23,0,0,Local - Social Contact,Punjab,Lahore
04/09/2020,1,0,0,Local - Social Contact,Punjab,Gujrat
04/09/2020,0,0,1,Local - Social Contact,Punjab,Jehlum
04/09/2020,0,0,1,Local - Social Contact,Punjab,Gujranwala
04/09/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi
04/09/2020,4,0,0,Local - Social Contact,Punjab,Chakwal
04/09/2020,6,0,0,Local - Social Contact,Punjab,Faisalabad
04/09/2020,0,0,7,Local - Social Contact,Punjab,Mandi Bahauddin
04/09/2020,0,0,1,Local - Social Contact,Punjab,Mianwali
04/09/2020,2,0,0,Local - Social Contact,Punjab,rowal
04/09/2020,17,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
04/09/2020,2,0,0,Local - Social Contact,Punjab,Sargodha
04/09/2020,1,0,0,Local - Social Contact,Punjab,Jhang
04/09/2020,8,0,0,Local - Social Contact,Punjab,Sialkot
04/09/2020,0,0,4,Local - Social Contact,Punjab,Bahawal gar
04/09/2020,6,0,0,Local - Social Contact,Punjab,Hafizabad
04/09/2020,2,0,0,Local - Social Contact,Punjab,Khushab
04/09/2020,2,0,0,Local - Social Contact,Punjab,Bahawalpur
04/09/2020,2,0,0,Local - Social Contact,Punjab,Sheikhupura
04/10/2020,85,1,9,Local - Social Contact,Sindh,Karachi
04/10/2020,1,0,0,Local - Social Contact,Sindh,Shaheed Bezirabad
04/10/2020,1,0,13,Local - Social Contact,Baluchistan,Quetta
04/10/2020,0,0,14,Local - Social Contact,Gilgit-Baltistan,gar
04/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/10/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04/10/2020,3,0,3,Local - Social Contact,Federal Administration Tribal Area,Bajaur
04/10/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
04/10/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04/10/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
04/10/2020,0,1,0,Tableeghi Jamaat,Khyber Pakhtunkhwa,Dir Lower
04/10/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04/10/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
04/10/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
04/10/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Karak
04/10/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04/10/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
04/10/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04/10/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/10/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
04/10/2020,2,1,2,Tableeghi Jamaat,Khyber Pakhtunkhwa,Swat
04/10/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Tank
04/10/2020,0,0,2,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan
04/10/2020,0,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04/10/2020,10,0,0,Local - Social Contact,Punjab,Lahore
04/10/2020,1,0,0,Local - Social Contact,Punjab,Faisalabad
04/10/2020,0,0,5,Local - Social Contact,Punjab,nka
04/10/2020,7,0,0,Local - Social Contact,Punjab,Sheikhupura
04/11/2020,1,0,10,Local - Social Contact,Gilgit-Baltistan,Gilgit
04/11/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,gar
04/11/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04/11/2020,8,0,6,Local - Social Contact,Baluchistan,Quetta
04/11/2020,5,4,1,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/11/2020,5,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04/11/2020,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04/11/2020,1,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04/11/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04/11/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
04/11/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04/11/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
04/11/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
04/11/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
04/11/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04/11/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
04/11/2020,84,6,0,Local - Social Contact,Sindh,Karachi
04/11/2020,3,0,0,Local - Social Contact,Sindh,Larka
04/11/2020,17,0,0,Local - Social Contact,Sindh,Hyderabad
04/11/2020,29,3,0,Local - Social Contact,Punjab,Lahore
04/11/2020,1,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan
04/11/2020,30,0,0,Local - Social Contact,Punjab,Gujrat
04/11/2020,7,0,0,Tableeghi Jamaat,Punjab,Raiwind
04/11/2020,5,0,0,Local - Social Contact,Punjab,Rawalpindi
04/11/2020,3,0,0,Local - Social Contact,Punjab,nka
04/11/2020,16,0,0,Local - Social Contact,Punjab,Laiya
04/11/2020,0,0,2,Local - Social Contact,Punjab,Jehlum
04/11/2020,47,0,0,,Punjab,Bhakhar
04/12/2020,1,0,3,Local - Social Contact,Islamabad Capital Territory,Islamabad
04/12/2020,79,2,18,,Sindh,Karachi
04/12/2020,14,0,0,,Sindh,Khairpur
04/12/2020,9,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04/12/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
04/12/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
04/12/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04/12/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04/12/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
04/12/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
04/12/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04/12/2020,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
04/12/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
04/12/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
04/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04/12/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04/12/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,South Waziristan
04/12/2020,0,0,2,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
04/12/2020,8,0,0,Local - Social Contact,Baluchistan,Quetta
04/12/2020,6,0,1,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04/12/2020,32,2,25,Local - Social Contact,Punjab,Lahore
04/12/2020,19,0,0,Local - Social Contact,Punjab,Multan
04/12/2020,0,0,175,Iran/Taftan,Punjab,Dera Ghazi Khan
04/12/2020,6,0,0,Local - Social Contact,Punjab,Gujrat
04/12/2020,2,0,0,Local - Social Contact,Punjab,Rawalpindi
04/12/2020,3,0,0,Local - Social Contact,Punjab,Faisalabad
04/12/2020,19,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
04/12/2020,6,0,0,Local - Social Contact,Punjab,Vehari
04/12/2020,1,0,0,Local - Social Contact,Punjab,Khushab
04/12/2020,1,0,0,Local - Social Contact,Punjab,Bahawalpur
4/13/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
04/12/2020,9,0,0,Jail,Punjab,Lahore
4/13/2020,0,1,0,,Punjab,Lahore
4/13/2020,0,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan
4/13/2020,60,0,0,Local - Social Contact,Punjab,Multan
4/13/2020,39,1,30,,Sindh,Karachi
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sujawal
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/13/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/13/2020,1,1,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/13/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/13/2020,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/13/2020,9,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/13/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/13/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Mohmand
4/13/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/13/2020,31,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/13/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/13/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/13/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/13/2020,3,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/13/2020,1,0,0,Local - Social Contact,Baluchistan,Quetta
4/14/2020,10,0,6,Local - Social Contact,Gilgit-Baltistan,Shigar
4/14/2020,0,0,5,Local - Social Contact,Gilgit-Baltistan,Kharmang
4/14/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,Skardu
4/14/2020,0,0,2,Local - Social Contact,Gilgit-Baltistan,Ghanche
4/14/2020,17,0,0,Local - Social Contact,Baluchistan,Quetta
4/14/2020,66,3,0,Local - Social Contact,Sindh,Karachi
4/14/2020,0,1,3,Local - Social Contact,Sindh,Hyderabad
4/14/2020,0,0,1,Iran/Taftan,Sindh,Sukkur
4/14/2020,22,3,0,,Khyber Pakhtunkhwa,Peshawar
4/14/2020,4,0,0,,Khyber Pakhtunkhwa,Dera Ismail Khan
4/14/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/14/2020,7,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/14/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/14/2020,11,0,7,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/14/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/14/2020,1,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/14/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/14/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/14/2020,35,4,0,,Punjab,Lahore
4/14/2020,45,0,0,Local - Social Contact,Punjab,Multan
4/14/2020,13,0,0,Local - Social Contact,Punjab,Gujrat
4/14/2020,44,0,0,Local - Social Contact,Punjab,Jehlum
4/14/2020,2,0,0,Local - Social Contact,Punjab,Gujranwala
4/14/2020,22,0,0,Local - Social Contact,Punjab,Rawalpindi
4/14/2020,7,0,0,Local - Social Contact,Punjab,Faisalabad
4/14/2020,11,0,0,Local - Social Contact,Punjab,Mandi Bahauddin
4/14/2020,8,0,0,Local - Social Contact,Punjab,Mianwali
4/14/2020,15,0,0,Local - Social Contact,Punjab,rowal
4/14/2020,5,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/14/2020,36,0,0,Local - Social Contact,Punjab,Sargodha
4/14/2020,7,0,0,Local - Social Contact,Punjab,Sahewal
4/14/2020,9,0,0,Local - Social Contact,Punjab,Rajanpur
4/14/2020,22,0,0,Local - Social Contact,Punjab,Sialkot
4/14/2020,5,0,0,Local - Social Contact,Punjab,Bahawal gar
4/14/2020,35,0,0,Local - Social Contact,Punjab,Hafizabad
4/14/2020,52,0,0,Local - Social Contact,Punjab,Muzaffargar
4/14/2020,2,0,0,Local - Social Contact,Punjab,nka
4/14/2020,47,0,0,Local - Social Contact,Punjab,Vehari
4/14/2020,2,0,0,Local - Social Contact,Punjab,Khushab
4/14/2020,11,0,0,Local - Social Contact,Punjab,Laiya
4/14/2020,2,0,0,Local - Social Contact,Punjab,Khanewal
4/14/2020,8,0,0,Local - Social Contact,Punjab,Sheikhupura
4/14/2020,1,0,0,Local - Social Contact,Punjab,Pakpatan
4/14/2020,14,0,0,Local - Social Contact,Punjab,Bhakhar
4/14/2020,10,0,0,Tableeghi Jamaat,Punjab,Raiwind
4/15/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/15/2020,3,0,0,,Azad Jummu Kashmir,Muzaffarabad
4/15/2020,0,0,19,Local - Social Contact,Gilgit-Baltistan,Skardu
4/15/2020,3,0,0,Local - Social Contact,Gilgit-Baltistan,Diamer
4/15/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,gar
4/15/2020,6,0,2,Local - Social Contact,Gilgit-Baltistan,Astore
4/15/2020,0,0,1,Local - Social Contact,Gilgit-Baltistan,gar
4/15/2020,33,1,13,,Baluchistan,Quetta
4/15/2020,1,0,0,Local - Social Contact,Sindh,Larka
4/15/2020,7,0,0,Local - Social Contact,Sindh,ushero Feroz
4/15/2020,28,0,0,Local - Social Contact,Sindh,Shaheed Bezirabad
4/15/2020,20,0,104,Tableeghi Jamaat,Sindh,Hyderabad
4/15/2020,94,5,27,Local - Social Contact,Sindh,Karachi
4/15/2020,0,1,0,Iran/Taftan,Sindh,Sukkur
4/15/2020,38,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/15/2020,0,0,3,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar
4/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/15/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
4/15/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
4/15/2020,1,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/15/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/15/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/15/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/15/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/15/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/15/2020,20,0,0,Local - Social Contact,Punjab,Rawalpindi
4/15/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala
4/15/2020,0,0,28,Local - Social Contact,Punjab,Lahore
4/15/2020,0,0,1,Local - Social Contact,Punjab,Chakwal
4/15/2020,24,0,0,Local - Social Contact,Punjab,Lahore
4/15/2020,3,0,0,Local - Social Contact,Punjab,Mandi Bahauddin
4/15/2020,1,0,0,Local - Social Contact,Punjab,Jhang
4/15/2020,7,0,0,Local - Social Contact,Punjab,rowal
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rawalpindi
4/16/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala
4/16/2020,9,0,0,Local - Social Contact,Punjab,Multan
4/16/2020,4,0,0,Local - Social Contact,Punjab,Gujrat
4/16/2020,24,2,59,Local - Social Contact,Baluchistan,Quetta
4/16/2020,5,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/16/2020,22,2,1,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/16/2020,1,1,4,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/16/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/16/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/16/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/16/2020,2,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/16/2020,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/16/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/16/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/16/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/16/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/16/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/16/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/16/2020,8,0,6,,Gilgit-Baltistan,Gilgit
4/16/2020,0,7,112,,Punjab,Lahore
4/16/2020,24,0,0,Local - Social Contact,Punjab,Lahore
4/16/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad
4/16/2020,1,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/16/2020,86,0,0,,Punjab,Sargodha
4/16/2020,3,0,0,Local - Social Contact,Punjab,Sialkot
4/16/2020,3,0,0,Local - Social Contact,Punjab,Bahawal gar
4/16/2020,48,0,0,,Punjab,Bahawalpur
4/16/2020,4,0,0,Local - Social Contact,Punjab,Sheikhupura
